Gene	Bone Marrow	E14.5-Brain	Cerebellum	Cortex	E14.5-Heart	Heart	Intestine	Kidney	E14.5-Limb	E14.5-Liver	Liver	Lung	Olfactory	E14.5-Placenta	Spleen	Testis	Thymus
ENSMUSG00000042808	0.2274135	0.1361965	0.0496401	0.0676041	0.0252161	0	127.7069	0	0.1572985	0	0.01930305	8.32164	0.0858135	0.340379	0.03362625	0.163291	0.4930125
ENSMUSG00000042804	0.351914	2.670045	2.83743	1.518565	5.349815	1.827485	0.2874565	0.5274035	3.552965	0.4233385	0.08773665	1.234495	3.506135	0.334765	0.365838	0.2740865	0.3977465
ENSMUSG00000042807	0.09683515	1.283375	2.91926	3.269705	1.987125	0.983578	0.1122823	0.4028145	0.8948745	0.185036	0.210469755	1.63965	1.65375	0.629516	0.090033825	0.1884596	0.42675525
ENSMUSG00000004535	18.60655	32.0682	20.5198	16.23075	19.4948	10.609195	63.9112	40.8832	23.2797	24.2658	22.99555	18.8747	25.0406	47.70415	20.24355	55.501	29.14715
ENSMUSG00000042801	0	0	0	0	0	0	0	0	0.0406172	0.0089337	0	0.03237195	0	0	0	0	0
ENSMUSG00000042800	0.4276425	0.306732	0.261959	0.241978	0.4937415	0	1.29154	0.3266695	0.261897	0.469154	0.3192515	0.54923	0	0.10344935	0.050441	81.7554	0.1230625
ENSMUSG00000029836	2.690695	10.92964	3.74219	2.64436	6.260025	1.1643095	1.455935	1.52276	7.22242	8.192705	0.8003675	1.55031	4.314565	2.867565	3.026245	1.157775	6.341165
ENSMUSG00000003206	5.75423	0.8077215	0.11579335	0.4825795	0.11607405	0.0579683	0.262955	0.2871495	0.322315	1.351545	0.2649085	0.3840505	0.134362	0.104164	4.21744	0	1.1574035
ENSMUSG00000003200	13.54995	11.57649	8.091305	4.390695	9.26205	3.06449	8.93417	3.933095	13.1892	7.603995	4.595045	7.18274	8.347965	16.4668	10.859225	14.43185	15.0939
ENSMUSG00000029830	0	0.246183	0.0332559	0.115721	0.1493955	0.072132	0.0466138	2.19011	0.684439	0.0172388	0.0174517	0.176853	0.0664995	0.05915485	0	0.437542	0.03708515
ENSMUSG00000005864	0	0.0479484	0	0.06598085	0.02675015	0	0	0	0.0745419	0	0	0.3769905	0.164002	0.0108955	0.01140935	0	0.06098705
ENSMUSG00000004530	8.707945	29.5611	11.0771	8.40681	17.64295	5.33919	33.74215	10.8056	10.10254	13.06805	2.813315	13.8391	9.233305	18.9283	11.24025	2.85452	9.325845
ENSMUSG00000029831	0	0.1284545	0	0	0.04819705	0	0	0.04556275	0.1331325	0	0	0	0	0	0	0	0.51606
ENSMUSG00000029832	0.16834595	2.43328	1.661005	0.983202	1.835105	0.3605955	0.449136	0.28498	1.673205	0.715154	0.2335745	1.573795	1.494635	0.981677	0.3927635	0.4069275	3.917405
ENSMUSG00000029833	3.38132	19.6248	3.209105	3.116915	8.390525	3.32771	3.31555	4.24563	12.37965	5.60459	3.18321	3.34877	6.979825	3.560185	3.56985	36.1068	9.703245
ENSMUSG00000029838	1.820832	42.56965	20.63555	31.15375	32.5385	0.337782	0.439145	0.2433185	33.0123	2.954835	0.071769	0.1920025	45.80285	1.6288	0.0171507	0	4.800915
ENSMUSG00000030827	0	0.0385601	0	0	0	0	0	0	0.0394367	0	2.901435	0	0.1661435	0	0.187135	0	1.3902155
ENSMUSG00000003208	1.856495	1.89128	0.866603	0.599069	1.667455	0.7748735	1.313485	0.7588105	1.959755	1.439525	0.8167455	1.241075	1.82617	1.25746	2.018095	0.916331	3.08852
ENSMUSG00000030825	0.591025	0.0316352	0.06853965	0	0.04729735	0.089533	0.1466245	2.0073	0	0.3695145	0.3193269	0.7087095	0	1.76109	0.5536895	0.2932405	0.0764315
ENSMUSG00000030826	10.18405	3.06023	1.888225	1.0326155	9.15319	12.3686	3.577225	10.423805	5.17937	8.430175	4.38518	6.006275	6.55998	2.80411	8.63718	5.23921	14.0169
ENSMUSG00000030823	0.368896	0.662628	0.7674815	0.3476605	0.5618415	0.2745515	1.69538	0.4821535	0.663584	0.31076	0.3862765	0.735739	0.34988	0.2497375	0.7673585	0.1079239	0.6621295
ENSMUSG00000030824	10.2064075	6.5188175	8.76357	5.97598015	20.6073	7.8939575	27.77339	11.600257	8.2724175	14.0215655	12.2522075	13.8003855	7.42942	39.68875	9.04086015	6.157725	10.416225
ENSMUSG00000030822	10.821155	11.4446	6.25285	2.861745	6.15716	4.14818	11.25029	5.00932	6.632275	5.42913	4.644035	8.18768	5.882355	7.38412	10.236575	6.476675	12.79075
ENSMUSG00000016510	2.041845	3.802805	2.178735	2.148265	3.027225	1.93288	4.24995	7.05637	2.69704	3.188885	5.68119	1.90328	2.64632	2.687405	4.166915	4.400335	2.66977
ENSMUSG00000017843	3.4329826	9.143256	6.9228807	12.475162	6.01350025	2.70024845	7.39745025	4.0978295	6.49618645	4.4778562	2.0607216	4.02814135	6.3671535	4.4086051	3.68983375	36.3964	7.3509135
ENSMUSG00000005871	1.13129	37.63955	13.5702	33.37275	8.66865	2.60426	6.758205	2.24884	10.79665	2.534685	1.73685	5.79387	53.6818	6.98729	2.68377	3.050395	10.436285
ENSMUSG00000004540	0.0558385	0.03494895	0	0	0	0.00338127	0.01595145	0	0.00912885	0	0	0.057027	0	162.586	0	0.2421115	0
ENSMUSG00000016528	9.09009	15.3577	5.26958	3.78995	32.40115	27.49855	12.62805	13.17465	14.0699	8.005525	5.300345	15.7717	6.180355	19.43655	15.58075	3.677695	7.30896
ENSMUSG00000016529	0.141905	0	0	0	0.0416391	0	0.14889665	0	0	0	0.0872802	0	0	0.02538385	0.2452245	0	0.343949
ENSMUSG00000029823	18.2695705	14.493771	15.9951505	11.0721655	9.047357	8.32209025	6.4615648	7.173495	14.188479	13.81671425	10.1674675	12.4243325	17.86205	10.294554	12.36088	8.989273	15.681546
ENSMUSG00000029826	4.063669	0.0911997975	0.29321951	0.19075605	0.87336725	0.561042	4.9383275	0.40923475	0.23355575	5.2711425	1.18106775	1.99814755	2.22109	5.63134015	5.7614752	0.191436	5.42092235
ENSMUSG00000004542	0	0	0.01079725	0	0	0	0.00449963	0	0	0	0	0.00577865	0	139.9045	0	0.8480875	0
ENSMUSG00000029821	2.583955	3.30993	1.80503	1.29946	0.4583735	0.112437	12.37495	1.78305	1.3053285	0.233312	0.235149	0.2535935	1.2293975	0.5461935	0.1486945	0.6313	0.388588
ENSMUSG00000029822	0.38848025	0.49102025	0.86538825	0.974628235	2.25704	0.53385649	2.48758745	4.061245	1.35564525	0.265997	0.09626655	1.07375	2.606445	0.911851	0.337283	0.1861555	0.822488
ENSMUSG00000005873	17.58955	35.12125	43.2694	55.88265	23.3895	34.9163	3.345685	24.0242	14.39645	10.825	3.44462	16.3596	28.1149	14.85205	13.1342	1.894185	10.8083
ENSMUSG00000030816	14.5329	7.514365	6.37641	4.281465	6.973675	4.19774	5.31249	5.79304	7.495035	7.144715	3.74888	6.14325	7.436395	5.026825	11.04985	12.4898	10.16455
ENSMUSG00000029828	0.20842145	0.9047035	0.778314	0.3851335	0.394408	0.1606464	0.02412215	0.1995845	0.5161115	0.18174895	0.1773615	0.4374615	0.4269395	0.2953625	0.0759284	84.7728	0.233952
ENSMUSG00000030814	6.08169	6.66775	2.525185	1.22363	4.556165	2.934645	2.9106	4.01594	7.164125	6.81515	7.665825	3.76917	3.73461	3.57376	9.655695	2.76155	5.91113
ENSMUSG00000029829	0	0	0	0.0487493	0	0.064644	0	41.9174	0.0719615	0	0	0.620801	0	0.124908	0	0	0
ENSMUSG00000054808	14.76445	13.1592	8.38656	8.607485	32.0993	8.85787	95.60045	23.71525	26.97865	20.88515	11.76445	20.8561	15.056	36.45325	12.76005	4.09983	15.0736
ENSMUSG00000030815	18.2912	8.410025	8.991845	6.83474	5.77084	2.96974	5.261705	6.278755	4.836215	4.614635	5.36924	5.47319	10.138315	3.903545	11.6429	170.4935	11.3356
ENSMUSG00000016524	0	0	0	0	0	0	0	0.02525325	0	0	0	0	0	0	0	0	0
ENSMUSG00000016526	4.424675	3.952655	1.0592325	1.951145	0.4324735	0.0661415	0.2700485	0.3247645	0.622015	6.037945	0.167215	0.8539505	0.5695165	0.4299455	0.223131	34.3293	0.400028
ENSMUSG00000017858	4.00185	9.08077	5.257665	4.86332	6.44172	2.976415	5.216265	9.35424	7.79702	5.657735	5.25352	5.466815	7.950875	6.605165	7.112385	10.0053	8.332685
ENSMUSG00000030811	4.2954	13.1496	4.046285	4.96812	4.29805	0.8394545	3.85041	1.700185	10.217785	4.0048	0.752287	2.63584	4.560205	19.4507	2.807745	2.62241	3.248435
ENSMUSG00000016520	0.9234295	1.22008	2.95363	0.53966	3.26681	1.51639	3.005635	1.75409	2.476795	1.42581	1.506415	3.39626	1.910595	8.264215	3.553585	1.36445	2.378365
ENSMUSG00000029813	0	0	0.01107555	0.00956695	0	0.0137983	0.232988	0	0	0	0	0	0.1372935	4.413935	0	0	0.0176269
ENSMUSG00000005846	18.23195	40.66	13.42685	11.71625	27.62965	9.760565	11.97138	12.6148	32.0775	51.82835	11.157385	7.38898	13.54645	15.51585	17.1846	12.8166	20.0877
ENSMUSG00000029814	0.6102585	12.98975	1.60321	1.25874	10.91757	0.2621305	0.5039825	0.3376535	15.69975	6.88814	0.6759855	0.6220295	1.659305	5.49377	0.5720095	13.34395	1.144416
ENSMUSG00000029815	3.12355	9.180565	4.49153	3.398155	7.64062	7.65567	6.136325	13.4465	6.24438	8.989635	9.30603	3.389575	3.941815	4.853425	3.150595	5.25891	3.44105
ENSMUSG00000029810	2.39178235	7.7174905	2.14309305	4.65959085	11.507585	3.7412622	12.3828965	90.023535	7.1010265	7.3317232	12.706895	23.49903	3.9048197	3.8343412	15.718693	3.8983625	6.954627
ENSMUSG00000029811	0	0	0.0191481	0	0	0.0128175	112.8084	0.702065	0	0	0	0.719901	0.1863965	10.947775	0.2248315	0	0.5545185
ENSMUSG00000030805	21.93795	5.896255	11.36875	7.52062	15.90255	12.13505	13.82865	10.194445	10.904255	10.02036	6.557805	13.63255	8.631605	14.27805	19.574	2.029735	14.33925
ENSMUSG00000029816	0.129924	0.00961465	0.264595	0.229326	0.399919	0.2600845	0.1996654	0.02725115	0.1489595	0.0107391	0.02864235	1.2133	1.111615	12.08644	0.390165	0	0.608501
ENSMUSG00000030806	0.0369655	13.4678	83.73535	58.0871	0.516536	0.19468	0.2124115	0.0493429	4.46061	0.2021435	0.4069465	0.5691755	55.61165	1.210605	0.06771965	0.2138755	4.7702
ENSMUSG00000029817	38.77055	60.44175	22.4639	16.1073	26.93005	7.646365	16.13175	11.2365	44.6221	38.58825	5.4506	18.3012	22.57895	30.4165	22.989	11.87454	34.9419
ENSMUSG00000029819	0.106759	14.42725	9.659685	38.7705	0.2480845	0	1.2301035	1.757625	0.208487	0	0	0	31.22715	0.196073	0	0	1.896735
ENSMUSG00000030801	3.00492	7.47567	3.58508	3.01168	4.13914	2.20505	2.186775	2.21426	4.757075	3.905865	2.350055	2.741255	2.16345	2.542655	3.54383	19.9117	5.00748
ENSMUSG00000030802	6.038025	5.68188	4.3145	3.81833	12.5357	7.067885	5.624235	8.068925	4.919385	6.915915	1.58847	4.072965	3.79074	6.623455	3.82573	0.484605	4.262475
ENSMUSG00000054814	3.88957	8.56834	17.87275	16.481	8.11762	2.12608	1.75121	2.73556	9.614925	9.71906	1.17348	5.314635	17.25025	7.50012	0.593713	6.268535	2.449245
ENSMUSG00000030800	0.3404965	0.10265365	0.04673405	0.172986	0.140024	0.12443155	3.22509	87.574	0.931468	1.73932	2.88007	22.7855	0.367746	39.8619	0.0847662	0.0010509795	0.5793345
ENSMUSG00000017837	2.63001	16.66415	0.795389	1.208985	11.36855	6.2917	11.091825	4.52473	8.858225	3.801245	2.419435	3.81953	2.69235	7.16587	3.41802	21.39525	3.455465
ENSMUSG00000066800	4.933515	12.677	0.28978	1.306195	5.80882	0.851809	16.45525	0.6635485	4.362945	6.474485	0.4837945	2.08721	4.795895	1.339765	2.58585	0.508669	5.997095
ENSMUSG00000029802	12.22446	4.603145	2.027395	2.112425	8.071835	4.79079	31.02965	65.71845	5.247505	33.80935	12.083355	2.235725	1.8684785	7.74591	1.398691	5.351825	2.73253
ENSMUSG00000029804	0.6314515	3.477285	11.38225	14.6004	8.83009	1.530415	1.681485	2.93178	1.397295	0.7228185	0.520298	0.882353	5.647415	2.84122	3.23306	0.580192	5.89339
ENSMUSG00000066804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09527
ENSMUSG00000066803	0	0	0	0	0	0	0	0	0	0	0.0378905	0	0	0	0	0	0
ENSMUSG00000054827	0.337134	0	0	0	0	0.368248	0.00749905	0	0	0.03447145	39.813112	0	0	0	0	0	0
ENSMUSG00000054823	4.624625	6.51177475	5.379315	4.519375	4.124595	1.8011	4.2360575	4.6255025	6.429045	5.1411525	5.4790749	3.67415245	6.4224725	17.259043	5.4315975	2.99955015	8.251525
ENSMUSG00000016503	3.94249	11.24218	3.579395	3.43404	8.427145	3.600475	3.713215	10.145125	8.405145	11.55805	1.7715	4.55559	5.625945	5.57273	7.124685	1.4317125	6.44476
ENSMUSG00000017830	4.91601	0.31702	0.7460205	0.11351435	0.2367405	0.492635	2.51271	0.375483	0.439131	0.4532405	1.57339	0.7087405	0.6196995	0.748835	2.48047	6.40649	1.790955
ENSMUSG00000017832	0	0.100596	0.373537	0	0.2248625	0.04719175	0.1535055	0.178146	0.2068585	0.2584665	0.099893	0.451975	0.216719	0.1120075	0.1468192	131.3705	0.268692
ENSMUSG00000017831	3.36136	15.0753	14.69975	12.58595	9.363655	3.14313	10.19626	5.43908	9.32333	7.465785	2.56716	5.258865	10.476055	11.98415	3.42519	2.759445	7.55079
ENSMUSG00000028542	27.1388	1.766155	14.5708	4.6095	1.30071	0.580011	1.512125	3.95177	2.39631	17.85245	6.92243	5.38544	10.80795	0.282802	1.074781	1.0030005	1.4155195
ENSMUSG00000042849	0	0	0	0.01261895	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027210	0.2254033	10.602113	0.37301275	3.7078208	4.74220515	0.65016851	0.37497175	0.93599427	1.317588375	0.54608	0.172930495	0.68170002	22.738932	2.41938995	0.1268959	0.14963055	2.62937165
ENSMUSG00000028541	0.310249	13.15135	3.474285	9.06173	4.857155	0.820847	0.2776775	0.26891	7.985625	1.054503	0.07953665	0.9457395	3.553085	0.3824835	0.321813	2.71101	0.344496
ENSMUSG00000042848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.375296	0
ENSMUSG00000028540	1.019535	3.025005	1.11881	1.033108	1.49301	0.4166565	0.95452	0.696814	1.56999	1.64712	0.5629995	0.6636625	0.6124955	0.7985125	2.182915	0.9579355	1.339505
ENSMUSG00000028546	0.0454253	19.2700125	7.24885235	3.7240482	0.535643	0.018039	0.18322447	0	0.18140522	0.11302985	0.02890875	0.00807795	1.59611435	0.10625365	0.00955745	0.54685	0.494563
ENSMUSG00000027215	14.6489955	3.049955	1.6937873	1.90015825	2.1560475	1.92854625	35.003025	10.69165775	2.711995	13.5041075	8.1957275	11.858352	6.71548	36.8773	18.3397955	3.0605	8.5797
ENSMUSG00000042845	0	0	0	0	0.0376934	0	0	0.035746	0	0	0	0.5389105	0	0	0	0	0.1210255
ENSMUSG00000028545	0.374838	9.89509	0.365396	1.313315	2.95438	1.0972	0.8073405	9.99069	5.97392	0.3425015	0.0249561	0.2873665	0.9204245	9.810435	5.349475	0	2.15427
ENSMUSG00000041515	12.876265	0.3347855	0.1760495	0.4407655	1.28607	0.7439065	22.6103	1.436715	0.239475	1.503505	1.12118	3.31668	3.13527	3.12926	38.74745	0.7323835	7.850615
ENSMUSG00000028544	0	0	0	0.00592595	0.00626785	0	5.679	3.382495	0.0262428	0	0	0.00697185	0.3909405	0.01518375	0	0.080113	0.8789215
ENSMUSG00000042846	0	1.711405	13.1824	7.54425	1.677875	0	0.09560665	0.02686915	0.137176	0.01270855	0	0.02298005	4.58649	0	0	0.786545	0.432894
ENSMUSG00000027219	2.37452	0	0.00326981	0.003035135	0.03124555	2.748365	27.6392	0.0529961	0.0095435	0.0730892	0.0762642	0.2746415	1.783465	0.213183	7.00801	0	5.653745
ENSMUSG00000028549	0.2705605	2.258335	0.373761	0.487685	2.182535	0.439811	0.613555	1.18559	1.67074	2.239995	0.08974225	0.5571765	0.4786465	0.578701	1.111549	10.47731	1.0715675
ENSMUSG00000029875	0.02498225	7.16063	1.660835	2.309865	0.3605155	0.0580164	0.0954539	0	0.08085815	0	0	0.3735245	1.37364	0.3703035	0.0600899	5.339345	0.431234
ENSMUSG00000027217	0.4389895	6.307865	2.179035	0.60605	12.97	1.77719	0.5131525	0.863807	5.26991	0.728581	0.28701	9.131605	1.209435	2.4194	1.040814	0.1794935	1.15598
ENSMUSG00000042842	1.168635	0.467753	0.391738	0.2493535	5.6763	5.21004	3.78749	1.30085	0.3519485	2.25437	0.301749	12.86335	1.65327	58.0594	8.299915	0.736206	4.12671
ENSMUSG00000016552	0.91669325	1.615775	3.36084	1.266225	0.215256	0.11348125	0.104676	0.84255	1.395775	0.6640895	0.0086184	0.2931785	1.4614	0.2670525	1.27021	0.072906	0.993215
ENSMUSG00000030869	4.39294	8.933185	6.69538	5.870585	17.87025	29.08015	12.44905	18.35385	6.52625	12.7722	5.51084	3.11663	4.849055	4.61427	3.892	3.816365	4.42767
ENSMUSG00000030867	10.13611	8.144655	0.151203	0.239122	11.095105	0.02316435	5.002685	0.170154	8.178885	15.5514	0.0362581	0.531899	2.118345	1.997805	1.64486	10.34175	6.929275
ENSMUSG00000030868	15.64075	26.6854	15.74465	17.413	12.67645	6.623765	12.23362	15.95745	16.2134	12.91375	6.211585	9.213885	13.0013	13.4466	13.44015	10.90917	18.84585
ENSMUSG00000016559	68.98135	239.294	57.27795	15.5594	46.42045	18.50665	71.5745	38.3262	145.488	78.4386	17.4668	53.7174	55.3616	58.5058	66.999	54.84245	86.98305
ENSMUSG00000030865	1.89816	0.248621	0	0.19502075	0.346387	0.1446465	51.0105	0	0.03189285	0.341373	0.256318	0.1267489	0.2911185	0.0912553	0.182051	2.673761	0.3913755
ENSMUSG00000030866	0.0834842	0.2720755	0	0.0086906	0.027335	0	2.943435	0.00868955	0.03795245	0.05349435	0.0138886	0.06977295	0	0.04707715	0.10712065	0	0.1065555
ENSMUSG00000015222	0.15877085	61.13915	18.038582	44.1256295	0.701655	0.2626675	0.3583465	0.496889	3.9645099	0.4509685	0.206936	0.5230775	33.291613	0.2083025	0.17748775	6.63011	6.539185
ENSMUSG00000016554	17.81345	30.1565	9.879075	9.03584	22.9173	8.028985	12.9648	11.975	19.70375	38.1497	9.449665	9.59849	12.22545	20.50455	20.10715	21.103	18.73305
ENSMUSG00000030861	2.278805	9.691175	7.610385	6.45739	7.66863	9.622655	2.739695	15.39995	7.652715	5.17232	15.03255	8.38282	5.844765	6.06286	2.47158	4.09501	3.632945
ENSMUSG00000015224	0.1269165	0.586857	12.1057	7.1284	0.1739193	0.6458205	1.537024	6.26467	0.392616	0.07652345	5.363225	0.7979725	7.836325	0.0340541	0.18366255	0	1.223895
ENSMUSG00000030862	0	0.280614	0.190161	0.2184165	0.0076946	0.4943125	0.6837805	0.10323545	3.578485	0.0139667	0.07959365	0.1117265	0.1496326	0.0116002	0.706741	0	0.4530725
ENSMUSG00000029860	34.01655	9.813925	9.905215	4.893185	36.29385	10.197445	18.1594	5.83729	14.6011	6.996665	5.065025	17.03165	8.454205	30.51845	13.972	4.09774	10.1954
ENSMUSG00000029861	0.1357033	5.009925	18.7251675	7.21939515	0.48051	0.3023155	0.0823897	0	1.141945	0.06622895	0.0356814	0.10359325	10.8204825	0.09700855	0.01769475	1.012446	1.4727925
ENSMUSG00000029862	0.0347991	0.9972675	1.371385	0.41909	0.39022	1.217275	0.0627114	0	0.160038	0.1012585	0.01022885	0.04186825	1.33889	0.0416131	0.05035825	0.193493	0.129281
ENSMUSG00000041506	4.564785	4.12188	2.267395	1.884135	3.532215	2.677585	1.849715	2.0874	2.680505	5.8227	1.998635	1.96618	2.66155	1.578725	6.747965	1.13628	3.704815
ENSMUSG00000027200	1.32634	3.0700192	3.7439303	1.64366065	3.7916136	1.17819998	1.26311595	0.33924825	2.3780675	1.43450535	0.58242925	1.91139645	2.5024725	3.8812184	0.82393005	0.3793795	1.46686925
ENSMUSG00000028530	9.479145	10.85845	11.92315	13.2847	12.5358	6.776625	14.4401	8.564065	13.4907	11.2209	8.74225	9.039845	16.4967	21.354	25.26595	4.657655	26.9374
ENSMUSG00000042834	0.95282	29.99535	71.5168	2.9771375	8.64499025	1.36601825	0.88861225	0.763698775	10.42904	1.935785	2.5613575	2.01875	6.581915	2.097855	0	0	2.30266
ENSMUSG00000027204	0.80016	1.471045	0.1815645	0.752142	13.8468	3.654425	1.607175	0.8729285	9.15509	0.7778945	0.2716335	4.50782	0.386724	2.026905	0.669723	0.6235745	0.5525875
ENSMUSG00000029867	0	0	0.0742255	0	0	0	0.03720925	0.2794625	0	0.5284505	0	0	0	0.04467015	0	118.5905	0
ENSMUSG00000027203	8.68383	15.1475327	1.81501875	1.018523485	6.1035525	0.944757	1.45519265	1.63971575	4.20937	12.4769155	1.39885	1.005291	4.93768	2.171505	3.0607225	2.876725	9.29731235
ENSMUSG00000029868	0	0.7405695	0.0800209	0.829063	0.0093396	0.01170925	0	0.2564085	0.219693	0.0362244	0	0.738851	0.618384	0.741961	0.08559455	0.1150515	1.72296
ENSMUSG00000027202	0.0132819505	0.0117732475	0.0141877005	0.0264725755	0.0029037074	0	0	30.18665	0	0	0	0.016075975	0.05646665	0.0460206	0	0.075213745	0.019948175
ENSMUSG00000029869	0.03282675	2.89897	0.8927605	6.19732	0.4338755	0.24093505	0.04807435	0.068788427	1.79036	0.0922673	0.0109873	0.967577	4.048635	0.07712105	0.884808	0.0464749	12.43325
ENSMUSG00000028533	0	0	0.0435481	0	0	0	0	0	0	0	0	0	0	0	0	31.5097	0
ENSMUSG00000027201	3.1721125	15.891796	3.76312675	3.8663884	5.2138176	0.49902183	0.85226433	1.365750475	6.8833017	4.9238633	0.7557115	0.9532192	5.46082575	1.371569	0.950038985	6.92663	3.60732
ENSMUSG00000028532	0.6944825	6.969695	1.191725	1.253495	2.90761	0.3360595	1.2498	1.474935	8.700475	0.4666495	0.0687693	1.71956	1.1461075	0.902795	0.0928549	0.6882195	0.6147435
ENSMUSG00000029863	7.147635	12.0451	3.82807	1.649755	7.829885	1.54198	5.457415	1.703745	11.7029	10.71895	0.4493415	4.324295	7.171025	3.211295	6.37836	2.485065	14.29365
ENSMUSG00000027208	0.2505525	0.313207	2.813785	0.2242765	0.162567	0.229601	0.469329	0.03870435	1.18594	0	0	2.479475	0.255165	0.09520145	0.0792958	0	0.0693408
ENSMUSG00000028539	1.2551265	0.0669119	0.03702005	0.0901632	0.1121535	0.0154431	0.128246	0.1545315	0.867223	0.599574	0.0166565	0.384005	0.8311415	0	0.0489622	1.58122	0.04480255
ENSMUSG00000028538	0.96437625	2.4866143	3.4624775	1.9862735	1.68968	3.81223	0.42468475	2.86106005	1.7961725	0.706901	3.99582265	0.928343775	1.9081575	0.623999	0.782284485	0.760473	0.89163623
ENSMUSG00000029864	1.116224	1.936405	4.223435	1.74355	1.503	27.36735	7.74355	28.5798	2.620715	1.693055	25.93895	12.7583	1.536495	1.252635	1.68044	1.475125	2.663205
ENSMUSG00000027207	0.945758	3.46551	1.5931	2.03322	4.72766	0.59312	4.935675	4.557725	3.68122	2.460435	0.890467	2.64966	2.36216	3.424225	2.66508	3.87603	3.505955
ENSMUSG00000027206	6.25763	25.1946	13.3544	11.8583	19.2973	5.359835	10.85002	8.50138	24.27395	32.29685	4.53111	4.945265	10.723215	17.8659	5.916	16.95305	10.93702
ENSMUSG00000029865	0	0	0	0	0	0	1.58093	0	0	0	0	0	0	0	0	0	0.1580795
ENSMUSG00000028536	0.4604115	0.03969095	0	0.05419875	0.0597325	0	22.26585	32.60495	0.1658634	0.909416	2.259785	2.393985	0	5.76156	0.07718705	0	0.191789
ENSMUSG00000029866	71.29405	0.854408	0.0109303	0	0.356297	0	0	0.0102679	1.0014585	89.682	0	0.0120816	0.12507	0.417573	1.536022	0.5502845	0.077532
ENSMUSG00000042831	3.43952	11.13012	9.87794	6.06984	7.69779	3.23921	4.409165	4.32783	5.630245	2.07191	2.210445	3.99075	5.7441	4.48896	6.922105	2.164175	3.19876
ENSMUSG00000027209	0	0.0231952	0.2296455	0.0154217	0.05109985	0	1.00789E-06	0	0.02445665	0	0.02267745	0.0390689	0	1.930205E-06	6.39185E-06	24.55135	0
ENSMUSG00000030858	0	0.107742	0.35766	0.1436411	0.1207474	0	0	0.03833705	0	0.144832	0	0.04496635	0	0.060146	0.0512745	58.33545	0.129798
ENSMUSG00000030859	0	0	0.6362545	0.133671	0.145389	0	0.151755	0	0.102802	0.109938	0.111296	0.1614655	0.848185	0.1784395	0.290819	47.26565	0
ENSMUSG00000030854	0	7.47926485	0.918877975	9.6197855	0.0813865	0	0.0872391	0.01709735	0.0623159	0.01619895	0.02399815	0.12482735	1.9298375	0.03536065	0.09391375	0	0.3355845
ENSMUSG00000030852	0.33046693	7.332435	3.10108665	6.67999	4.24895785	8.0144598	2.0325312	3.5278798	2.5315287	1.01437525	0.705599675	2.645517	4.996184	6.039245	0.39739363	0.964237	1.64180805
ENSMUSG00000030850	2.23377	3.6504467	4.639475	3.6479051	2.6302015	0.93736832	1.94047115	1.68536675	1.6248565	2.3963076	1.6783975	1.699945	3.3126475	4.97256325	1.5165526	6.5348525	3.5388875
ENSMUSG00000017897	0.5100025	1.616865	0.7230385	0.226353	0.01155995	0.461059	0.0823773	0.284754	3.260705	0.0172534	0	6.545295	2.60678	0.0420058	1.1374815	0	4.59944
ENSMUSG00000030851	0.509925	0.11134855	0.812892	0	0	0	0.04209475	0	0.08613165	0.0622705	0	0.023204	0	0	0	808.747	0
ENSMUSG00000005881	9.887625	26.71435	13.39475	12.80005	17.92495	7.574295	29.35855	29.08455	15.08005	12.15215	11.97725	15.1381	12.43425	23.8583	15.69285	29.0873	13.5256
ENSMUSG00000005882	2.13503	5.806645	6.8418	2.291735	7.814745	13.8514	1.47449	8.35629	3.951365	3.834475	3.71758	1.41696	5.80722	4.341875	2.429395	4.24683	3.70212
ENSMUSG00000029851	0.12958275	0.3164755	0.1126939	0.02839	0.593211	0.2795775	0.6460495	0.188473	0.762723	0.07090475	0.08990595	0.5594865	0.6406395	0.6997185	0.1245825	0.079079	1.751215
ENSMUSG00000028520	0.052428	0	0.0334396	0	0	0.0291213	0	0	0.0158719	0	0	0.02583705	0	0	0	23.9816	0.07458
ENSMUSG00000042826	0	1.774115	5.569375	2.51273	1.75975	0.4529025	0.5354935	0.03822395	0.8918585	0.060158	0	1.28178	0.92825	0.0488209	0.1572135	0	0
ENSMUSG00000042828	0.2232436	0.1506416	0.2148315	0.191925	0.823657	56.05875	1.0521885	0.044076	0.4891015	0.03962225	0.112266	0.198567	0.1404435	0.12584285	0.075767	0	0.106528
ENSMUSG00000003226	5.304345	13.7842	9.80389	11.1404	12.57965	3.44571	9.241605	5.586765	14.36685	27.244	5.84048	5.467425	13.7213	17.54685	5.301145	14.5688	12.31025
ENSMUSG00000028524	0.04985025	6.651615	11.57245	15.8709	0.1247681	0.09178005	0.13463595	0.0628126	0.9756845	0.01318785	0.02930595	1.008015	16.778	0.05069425	0.06676805	1.478305	1.59459
ENSMUSG00000028523	0.03055865	0.10219125	0.19279485	0.05940585	0	0	0	0	0.00405513	0	0	0.0060601	1.67213	0	0	13.75309	2.398505
