Gene	Bone Marrow	E14.5-Brain	Cerebellum	Cortex	E14.5-Heart	Heart	Intestine	Kidney	E14.5-Limb	E14.5-Liver	Liver	Lung	Olfactory	E14.5-Placenta	Spleen	Testis	Thymus
ENSMUSG00000020734	0.0126009	0.0557806	21.0882	3.1862	0.0555352	0.07633615	0.02276715	0.010572	0.06979955	0.13165865	0.0074078	0.2511465	3.32677	0.00830615	0.444719	0.1375445	0.4561295
ENSMUSG00000032719	0.067338	0.344265	0.42574	0.4237145	0.2467905	0.09927445	0.16222	0.3014585	2.66627	0.178125	0.0846637	0.2505265	0.7538665	0.07122835	0.0649634	0.2496115	0.333552
ENSMUSG00000056708	4.664575	10.00795	1.506455	3.761735	3.97121	2.203755	4.865995	0.9497175	4.26659	2.47487	0.216522	3.882265	3.49641	4.30383	12.306	1.25472	3.584445
ENSMUSG00000020736	12.89625	13.223025	7.24987	6.493515	7.97783	2.6746	22.6694	10.7832	6.12189	9.665775	5.108905	7.205	6.403415	3.240765	22.4772	5.00652	14.69865
ENSMUSG00000032718	0.051942	0.2301265	1.911715	1.85102	1.9008	0.702811	2.905975	1.165755	0.3802255	0.237009	0.1916855	1.991085	1.567865	1.4029	0.4774435	0	0.944391
ENSMUSG00000032717	0.7140455	1.767865	1.39100255	0.13205935	6.0331405	0.56022098	0.12450605	0.18127975	8.393845	0.758694	0.26716485	1.1026265	0.352776	7.0452355	0.2908035	0	0.4460665
ENSMUSG00000020737	28.25625	121.06175	5.527115	14.4719	44.2898	12.3298	42.76875	4.266885	26.9283	30.9129	2.53346	6.700605	13.8519	7.998765	30.76555	38.16115	29.72945
ENSMUSG00000018428	1.58407	4.6356375	2.901915	1.71150505	7.121995	5.13038495	3.1989175	5.5319976	2.79194	3.628465	6.8039074	2.51389	3.12391	4.595435	0.6456845	30.561692	2.61543
ENSMUSG00000020738	1.078455	7.768175	1.584905	1.303135	2.28053	0.6525085	0.9087015	1.32069	3.543315	2.666225	0.206652	1.1036235	0.6945895	0.81635	2.108365	0.237633	1.565715
ENSMUSG00000020739	14.4088	11.3951	5.933605	3.1239	8.818325	2.279085	3.404545	2.723835	9.44516	20.54175	1.79151	4.40962	5.47179	5.21449	6.518725	3.851485	7.9391
ENSMUSG00000018427	1.25996	2.758285	6.616125	8.437545	8.02647	1.67061	1.68995	1.623255	3.78523	0.840831	1.93166	2.434485	8.297795	5.76531	0.81078	0.9280655	6.468675
ENSMUSG00000032715	0.4442855	0.07102255	0.0651803	0.09874805	0.437251	0.514403	3.306475	0.189137	0.07360905	0.421639	1.45698	0.8753425	0	1.86637	0.24168	0.170303	0.18544585
ENSMUSG00000032714	1.41963	2.06038	1.95719	0.476688	7.047365	2.831685	1.478985	2.81726	7.84102	0.935381	0.51737	5.66634	1.12453	7.953915	1.1955065	0.4210815	1.25745
ENSMUSG00000056706	0	0	0	0.0799869	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032712	5.15674	7.33068	2.689705	1.744195	3.406925	2.18594	9.48996	6.46431	10.368455	7.29028	2.5685	8.989095	4.787405	7.2842	4.929655	2.880885	9.625425
ENSMUSG00000019756	0	0	0	0	0	0	0	0	0	0.056659	0	0	0	88.2979	0	0	0
ENSMUSG00000018425	3.41688	11.39701	4.16471	3.27942	4.447785	1.78093	4.657205	7.8718	8.543145	4.2434	4.37429	4.373865	4.999565	7.3244	4.773195	26.1995	6.886785
ENSMUSG00000006418	6.108265	16.9672	8.726935	6.63914	7.9012	6.21384	15.2047	8.01195	8.634185	6.456505	4.973485	7.406205	9.457265	7.75621	15.662	9.02458	13.2955
ENSMUSG00000006411	0.122857	0.1169681	1.728555	0.268467	0.01583475	0.0199832	0.08946155	0.173568	1.26847	0	0.07078285	1.6321905	0.397667	0.08383755	0.1546655	1.1020575	0.6285165
ENSMUSG00000006412	26.32365	50.8037	35.6721	36.53415	28.1711	23.1251	11.1557	46.33965	23.50565	30.65815	37.64315	20.94975	23.82005	15.04505	36.87815	10.73625	20.2398
ENSMUSG00000020720	12.28425	32.4303	12.4463	12.24225	24.3348	15.13065	13.348465	16.9827	19.0846	28.0293	12.5291	6.496665	14.0549	16.72215	8.836	18.47875	14.25955
ENSMUSG00000020721	1.695465	4.88716	4.61574	3.85165	5.611945	2.18605	3.802405	1.69806	5.73539	2.97298	1.116494	3.76874	6.55774	16.41775	3.91863	6.44828	10.86175
ENSMUSG00000020722	0.096731	0.242008	0.042546	0.10046225	0.04543265	0.084906	0	0.10750935	0.156541	0	0	0	0	0.0675955	0.0288126	0	0.0810765
ENSMUSG00000020723	0	17.5019	4.598625	4.414745	0.440714	0.0348183	0	0.02633725	4.220855	0.13264975	0	0.03089155	2.6383	0.5323915	0.03522515	1.394175	1.2089655
ENSMUSG00000032705	0.8173945	8.053225	6.85593	10.10145	2.604645	1.452095	2.06488	2.01709	4.33379	1.73573	0.888355	2.47858	5.476625	1.69008	2.15839	5.67083	3.62995
ENSMUSG00000020728	0.1327395	2.15335505	0.24444525	0.52443875	1.8045795	0.46135025	0.181470495	0.527012	3.427735	0.720793	0.163243	1.06567	0.421254	0.6940725	0.1620795	30.336051	0.1846185
ENSMUSG00000019726	2.6118	1.65093	4.22806	3.75383	1.572935	0.49518	0.859275	0.6618805	1.505725	1.431115	1.74153	2.204175	6.392515	1.942455	3.618475	1.47995	9.60923
ENSMUSG00000032702	0.200699	1.120765	1.51637	1.390335	11.2487	2.716115	1.55874	3.830735	7.288085	1.58033	3.70544	3.55023	2.25146	14.8329	0.2110436	0.8229635	0.994027
ENSMUSG00000006423	2.241805	5.67519	6.40636	5.39755	3.39215	1.44302	3.60727	3.71233	5.545505	5.74473	3.580575	3.543325	5.177675	3.3145	2.62602	1.51729	5.629495
ENSMUSG00000019731	3.314315	4.15728	5.459095	4.704685	4.06679	6.075145	8.52677	3.70716	5.360625	3.527195	2.66087	3.01782	3.88176	5.369815	4.38183	0.38494445	4.51433
ENSMUSG00000020712	0.04132755	0.03663315	0.0276388	0.0346226	0.00903505	0.0229556	0	0.00868205	0.03779985	0.027328	0	0.0497229	0.0527095	0.013621	0.0714176	24.03245	0.0980255
ENSMUSG00000020713	0.2198135	0	1.2779185	0.274225	0	0	0	0.0318939	0	0	0	0.0375275	0	0	0.2567525	0	0
ENSMUSG00000102206	0	1.24527	0.657795	0.86494	0	0.00163801	0	0	0.03640105	0	0	0.0473957	1.1165235	0	0	0.253689	0.0493061
ENSMUSG00000020715	1.810025	1.25453	0.903211	0.7166145	1.39231	0.871835	3.27198	0.9697555	1.6835	2.254975	6.062595	3.061375	1.39162	10.5188	1.29835	0.777923	1.61383
ENSMUSG00000020716	0.560207	9.45575	10.14361	10.0016	6.347975	1.812345	2.71377	2.433165	9.486695	2.07155	1.516935	3.314235	8.34755	1.424985	1.31743	10.8799	3.51847
ENSMUSG00000019738	8.22877	16.1333	8.595705	6.803725	10.19035	8.71343	4.69399	18.9744	8.87578	9.82524	12.6407	8.127065	5.662665	5.673875	7.77534	17.89385	8.055595
ENSMUSG00000020717	4.03657255	3.0343525	1.834175	0.6377935	9.43072	10.253717	2.1381425	4.21676	5.1064451	2.695045	1.727195	16.099157	5.33666	10.90457	8.320982	0.3187265	5.97757265
ENSMUSG00000018405	12.7681	1.145707	1.326595	1.268045	2.399075	2.160035	2.08216	1.3469345	0.8548935	6.823375	0.7156165	0.9291045	1.22805	1.22625	2.758585	0.6897475	1.358096
ENSMUSG00000020718	0.488208	0.38227	0.645225	0.105443	0.6775575	0.4303435	1.290245	1.383165	1.10293	0.3498345	0.3155865	0.3855075	0	0.531303	1.1674335	0	1.879805
ENSMUSG00000020719	41.9111	167.818	104.3873	49.55085	60.9511	34.2628	71.59475	48.33795	97.91655	63.9638	32.97615	62.6945	95.64225	52.57855	75.61525	102.3955	98.2848
ENSMUSG00000056728	0	0	0	0	0	0	0	0	0	0	0.02722315	0	0	0.1486955	0	0	0
ENSMUSG00000019737	0.4477995	0.833841	1.237838	0.2388395	1.101072	0.0506075	0.5990835	11.4841	3.039865	1.0965695	0.8822085	1.12916	0.4841775	0.3324325	0.4221005	0.2579705	0.4897805
ENSMUSG00000019734	2.425605	0.683664	0.699324	0.500863	0.748286	0.2775455	34.5204	4.842925	1.377825	0.931171	0.828393	8.234475	0.6808275	13.9431	0.98542	0.286991	1.809705
ENSMUSG00000018401	2.121665	11.54715	9.23497	7.081005	4.059045	1.614785	14.96445	4.89803	7.66	4.515275	3.72272	3.270665	6.96565	18.25095	5.061895	6.361585	4.408785
ENSMUSG00000019732	0.08998	0.22844801	0.430451	0.322071775	0.186564745	1.64190775	0.12742	0.378096	0.26498674	0.189890745	0.4363575	0.25173325	0.352137235	0.2348885	0.2079585	21.33565	0.367212
ENSMUSG00000056724	10.436805	0.335188	0.9241115	0.394679	0.7948245	1.0173285	1.2542085	1.71385	0.30518	0.894309	0.5472255	3.321695	2.963985	1.33763	4.489665	0.235198	7.951225
ENSMUSG00000031431	7.22658	13.2197	13.37439	8.8760805	12.90225	12.7835275	12.3598	9.095773	7.4331575	1.6473025	5.49031765	20.0920485	10.0602875	18.4663245	41.380627	2.79547	23.8958
ENSMUSG00000029111	4.64955	11.77196	5.335925	3.105765	6.063955	2.12252	3.575985	3.00517	10.3722	8.79225	1.801825	4.11503	6.759025	5.40386	5.70575	8.22935	8.420085
ENSMUSG00000032763	1.92288	2.109755	5.71377	1.767395	3.882205	2.44629	12.8483	5.611345	2.818735	1.446855	3.059995	2.54173	6.42339	5.65968	4.33707	0.4544445	12.85505
ENSMUSG00000006476	1.973925	6.46028515	4.1439025	23.891725	2.6840862	1.795899485	2.1664908	3.11323	5.20378	1.56098	11.57117	2.32633555	9.30177015	2.218785	1.43597675	2.6566	1.77395455
ENSMUSG00000031432	6.99568	12.96695	9.988025	13.29305	10.182015	2.754205	2.931325	4.07491	7.639655	13.06935	3.75437	3.16976	9.21612	1.48265	5.65723	3.85088	9.788665
ENSMUSG00000030101	1.615795	2.0634	3.18358	2.362905	3.634565	2.154065	4.975825	9.90191	2.55016	2.122125	3.96614	4.256465	1.966825	5.272695	3.706825	0.7838405	2.087025
ENSMUSG00000005142	7.655515	1.39359	1.921975	2.727255	3.87922	2.92986	5.555625	10.35325	2.31744	3.02741	6.4503	5.1582	5.190045	4.337905	12.03105	1.2600005	10.29025
ENSMUSG00000031430	0	0.01463225	0.02216005	0	0	0	0	0.02081715	0	0	0	0.01188815	0.0633915	0.0266725	0	12.0242	0.039297
ENSMUSG00000006471	3.947105	3.14386	2.62217	1.70766	1.879215	1.374185	3.107065	2.48115	2.70957	2.86593	1.93038	3.32105	3.34481	3.159205	5.231515	1.729855	4.46717
ENSMUSG00000029110	7.93547	20.46155	11.71485	10.47206	16.75095	3.311425	11.856305	5.43623	17.94665	17.85655	6.257655	7.78761	13.04935	34.603	8.56441	12.2867	16.75595
ENSMUSG00000044749	0.0333367	0.057426725	0.095186475	0.22564725	0.344848	0.77929325	0.03444285	0.1038938	0.09868955	1.26551925	9.103955	0.459334485	0.3806255	0.08795635	0.03977325	0.5004545	0.178798
ENSMUSG00000029119	5.148405	1.11901	2.298865	2.48999	3.125605	2.07818	5.648945	4.26477	1.291505	2.14521	3.693455	5.012535	2.95525	2.257815	6.29608	15.155	3.382115
ENSMUSG00000044748	0	0	0.0558765	0.10600595	0	0.03740305	0.1812345	153.314	0.08240835	0.0534425	0.0395865	0.0644245	0.1717665	0.3334752	0	0	0.798387
ENSMUSG00000020780	8.455775	11.56015	9.204195	7.601135	12.46525	7.25872	12.263535	9.10648	14.1098	11.7785	7.68616	7.01038	8.73065	17.88775	7.757315	9.805805	10.75525
ENSMUSG00000043418	0	0.01305905	0	0	0	0	0	0	0	0	0.842016	0	0.1885875	0	0	0	0
ENSMUSG00000005148	1.878505	0.844571	0.1379475	2.235175	0.6367105	0.13717165	44.7172	0.1950235	2.71159	0.4042895	0	6.37048	0.4255415	6.6643	0.0409427	6.188175	0.525687
ENSMUSG00000020781	1.79045	2.65843	1.2638325	0.5543125	3.27584	1.341495	1.85332	2.716475	2.46839	3.24337	0.9780625	1.548325	1.117005	2.83789	2.698375	0	1.631795
ENSMUSG00000020782	0.6548325	0.1233205	0.05995715	0.04141535	2.196205	0.479295	8.75452	4.632065	0.479849	0.9328	1.592055	3.40747	0.370173	8.56308	0.9842525	0.0950425	1.340795
ENSMUSG00000020783	2.52951	5.14745	2.496145	1.525975	4.441075	1.0378235	2.398985	1.13438	5.139425	3.953115	1.064525	1.79521	4.072845	2.64095	2.48243	1.03597	4.755475
ENSMUSG00000043415	0.942394	0.712551	2.352005	2.584645	4.74904	1.800375	0.420008	1.10482	0.380468	0.519369	0.4990125	4.599135	2.02195	0.4707685	3.490815	2.16481	2.113125
ENSMUSG00000044743	0	0.0504371	0.2285295	0	0	0	0	0.6242945	0	0	0	0	0	0.02815605	0	0	0
ENSMUSG00000020785	1.768735	2.00429	4.913315	7.002935	0.326493	0.14668775	0.453451	0.0675159	0.874258	0.319136	0.04640205	1.57858	4.30846	0.1600356	0.317403	0	4.320385
ENSMUSG00000019785	0.02467255	1.96567	0.7781255	3.69463	0.0163122	0	0.01102885	0.02066725	0.0149386	0	0	0	3.5034	0	0	0.1397165	0.35489055
ENSMUSG00000020787	6.4218	0.0895945	0.010484	0.03090085	0.2782685	0.1681659	0.8695865	0.392256	0.247069	1.48388	0.01485505	0.19669	1.60067	0.4865655	0.4066675	0	4.99755
ENSMUSG00000043411	7.261925	10.09153	8.590665	5.84065	6.316815	1.999175	4.18144	3.251485	9.3282	6.314465	2.72739	5.073355	10.85705	11.2888	5.948675	4.47548	9.145505
ENSMUSG00000020788	28.605026	0.2036935	9.388225	0.285323	0.37197575	0.75384825	9.306355	0.59860201	0.2028345	2.11108198	0.15272505	19.2468	7.65128	3.9021425	26.3559715	0.20050805	15.357305
ENSMUSG00000043410	0.0617925	1.79426	0.1587985	0.311532	0.146616	0	0	0	0.6570395	0.0539413	0	0.0120023	0.210163	0.0162928	0.0213566	7.68869	0.3888055
ENSMUSG00000019782	4.45874	20.2529	8.013615	6.55364	10.55295	9.896715	5.589345	9.804795	11.6285	9.507805	6.37646	3.840295	7.61308	8.444615	6.46571	9.906455	7.18853
ENSMUSG00000030108	0.893646	2.049735	1.84333	0.760209	0.6686635	0.2703056	0.02618655	27.46655	0.14117695	5.04277	32.58325	0	1.573385	2.867205	0.213824	0	0.294785
ENSMUSG00000030109	0.5330495	0.07100445	1.0828215	0.1539805	0	0.0665878	0	0.3837755	0.0145714	0.3978335	9.185915	0.02372005	0.6548095	23.919	0.15282945	0.1362825	0.03805505
ENSMUSG00000032769	0.06988355	0.05116175	0.00600315	0.03587625	0.184307	0	0.1573975	0	0.0087606	0	0	0.0069215	0	0.0250668	0.00843645	0	0.02287945
ENSMUSG00000030107	4.57276	0.267373	0.2243	0.0280022	0.18314585	0.728253	6.825165	0.935387	0.278172	1.432625	2.92884	3.357265	1.806445	6.035335	3.550725	0.1972285	5.93006
ENSMUSG00000031438	0.279709	0.357641	3.250245	1.52021	5.021655	4.68769	73.99335	12.12795	1.26599	10.200015	7.76811	0.8485555	1.843285	68.39495	0.0392484	0.8756225	1.4614
ENSMUSG00000019789	0.1893605	2.76005	1.20078	0.732421	30.6946	0.698306	0.2212155	0.1226625	1.16207	0.225538	0.0572845	0.5921695	5.147265	0.4369625	0.4199455	0.137951	0.789604
ENSMUSG00000030104	5.918665	2.797265	1.56578	1.88891	3.001055	1.241965	17.7534	6.77942	4.21978	5.842215	10.46533	3.470265	17.04395	15.40955	8.30243	1.87565	56.1606
ENSMUSG00000032766	21.07255	9.139165	8.83207	1.941615	25.33355	30.778	4.652165	10.8946	9.43054	8.35336	3.66851	29.37765	2.258445	18.379	11.94085	0.40268	1.11984
ENSMUSG00000030105	5.52071	25.7189	38.80545	41.60335	16.13495	7.387925	14.3866	12.5015	15.48255	15.99695	5.162015	8.40359	21.81605	27.18815	7.85557	30.4747	17.2713
ENSMUSG00000031433	0.9032025	3.7104175	1.6560375	0.9279525	1.79083152	0.568094	0.89304	0.42474105	3.0098525	1.6717	0.4440355	0.73443925	2.732135	2.200175	1.080609	0.1868975	2.28531355
ENSMUSG00000030102	2.014735	1.42426	115.5175	24.102	5.835195	2.539265	2.31374	12.1209	2.77112	1.3835	3.31538	5.313975	6.652075	1.64278	4.82067	2.28547	8.0215
ENSMUSG00000019787	0.1616488	0.01613505	0	0.0382212	16.01505	16.43845	0.0310532	0.09164185	0.1503285	0.02168955	0	0.07962385	1.2838505	0	0.0076787	0.151596	0.207396
ENSMUSG00000018459	0.2104515	0.395622	3.90913	1.54235	0.0337943	0.1050752	0.00855215	76.5873	0.0234138	1.523345	1.659765	0.4464855	6.4419	0.1143905	0.07606605	0.104417	0.365953
ENSMUSG00000030103	1.50393	1.345145	12.3986	10.63213	5.521535	4.54154	15.0372	7.77183	1.251225	1.43348	10.619935	8.44463	7.85092	18.0788	5.72336	0.5528935	2.58418
ENSMUSG00000031434	0.0999046	0.8943525	0.779059	0.48474	3.00335	0.2565125	0.621711	0.4578135	3.303585	3.496315	0.3168035	0.3140425	1.22008	14.86405	0	0.5639435	0.415326
ENSMUSG00000029101	3.3443475	5.91465985	0.55353698	1.94233325	4.898535	0.84566148	0.3414335	0.67328625	4.4186025	2.453985	0.183423505	3.2468978	3.3664875	2.16049575	0.76363275	4.399925	1.84228505
ENSMUSG00000029102	0.4299735	0.13881675	0	0.047163	0.141919	0.16230555	2.877505	1.13211	0.1080604	5.60945	35.0061	0.498697	0.087286	0.05081305	0.06778645	0	0.041723
ENSMUSG00000032750	0.743519	0.411583	0.506581	0.3876985	0.4980715	0.2730105	0.2101505	0.08529455	0.390562	0.457088	0.09009665	0.802324	0.7531125	0.1041797	1.31558	0	0.91823
ENSMUSG00000029103	3.72645	11.2713	14.0829	15.45325	11.346555	6.12967	2.79724	61.09665	6.65841	7.41903	4.78874	10.3728	9.656255	18.06855	3.92461	8.084145	4.70909
ENSMUSG00000005150	9.738965	7.860015	4.500655	3.99351	6.563625	7.297525	4.18075	5.855145	4.398905	6.061795	4.508655	3.879785	2.72259	2.28025	5.506725	1.0005946	6.241855
ENSMUSG00000029108	0.12294145	2.38270275	0.88620652	8.485652	7.182435	2.5289674	0.47262775	0.29074325	2.311905	0.28337674	0.09141663	0.2528445	4.2879535	0.24796908	0.168349525	0.1320983	0.471200235
ENSMUSG00000044737	0	0	0	0	0	0	0	0	0	0.054166	0	0.03918515	0	0	0	0	0
ENSMUSG00000029104	1.74891	3.2927	7.46494	7.27216	3.43356	1.207533	2.632135	2.908545	3.5898	3.865015	1.102785	2.52155	6.229945	3.29131	3.813055	3.69637	3.8885
ENSMUSG00000044734	15.1995	0.305714	2.407865	0.8761335	0.632235	0.884226	163.214	2.20427	0.6688835	2.626455	0.220258	3.17422	2.083745	0.4803755	21.62695	1.1066205	5.124965
ENSMUSG00000020770	3.0301	5.76481	3.71656	1.795735	4.99597	1.354205	1.78897	1.518655	5.85686	3.35542	1.005793	3.626165	4.228165	4.013195	3.85167	1.38649	5.99521
ENSMUSG00000029106	25.0126995	16.6792715	14.35912525	17.9567	9.838815	4.84380165	8.3180855	10.734715	18.3503	17.9593745	1.9571225	9.9410375	10.9522495	16.1107135	10.6359045	6.04314	10.2707825
ENSMUSG00000006488	0	0	0	0	0	0	0	0.0136319995	0	0	0	0	0	347.0195	0	0.17708799	0
ENSMUSG00000020773	0.915284	0.4994385	0.3318225	0.182996	7.808535	4.572345	0.8972835	6.274715	0.717934	0.442954	0.7300055	1.46486	0.4285265	0.5847425	1.176536	1.6438185	0.8790235
ENSMUSG00000020774	0.544692	0.1186339	5.01848	2.5629	0.01758125	0.5310105	61.265	26.18785	0.147626	1.276429	1.5101	0.6626995	3.28216	0.05301	0.0451911	0.88606	0.5403245
ENSMUSG00000019796	0.3187875	6.101705	15.79535	16.95335	0.351959	0.1496745	0.295607	1.234635	0.2778145	0.2499115	0.12193265	0.478243	8.62774	0.3768625	0.229217	0.9035975	1.183325
ENSMUSG00000017132	4.70235	3.582085	3.8759486	2.871275	2.68054845	5.85327	2.98107245	1.4034375	2.7955383	0.831022	2.4164575	1.92436495	9.93768	3.6793975	8.26251	2.020425	7.6482275
ENSMUSG00000020775	8.009225	7.893245	6.679255	5.684295	10.267465	10.8244	5.748005	18.7963	6.148365	9.516775	16.65735	4.75746	5.370995	5.283785	8.827045	13.224175	6.25458
ENSMUSG00000019797	9.893125	14.18785	5.48777	5.23476	13.9594	26.6291	8.05603	22.4171	7.884	11.27425	9.23617	3.93676	4.67226	10.30924	4.726155	6.91686	4.64773
ENSMUSG00000019794	7.05686	6.67167	2.568625	1.539085	4.766335	2.32905	7.46924	4.46705	7.564415	7.61886	1.90499	3.136575	2.894955	5.449515	6.679255	5.307055	8.164845
ENSMUSG00000020776	2.93187	9.22638	3.55601	4.07661	4.452535	1.232445	1.049587	3.973645	6.934445	2.09829	2.528765	3.558495	5.05092	3.10554	2.18379	5.860565	3.185
ENSMUSG00000019795	7.987595	14.207	17.33385	15.56675	10.55995	6.27011	6.006885	6.999165	7.545225	11.80915	3.10859	4.066695	8.033895	5.287605	5.051795	34.3666	6.193105
ENSMUSG00000020777	3.36401	13.4039	16.10495	18.2671	10.604155	17.59185	56.63175	108.8935	5.395405	5.617825	149.573	10.54075	11.6247	14.7842	2.579515	3.772235	6.15262
ENSMUSG00000020778	7.221185	9.4123	3.873045	3.297965	10.4044	1.69843	5.913765	2.70436	4.145805	5.491245	0.838401	4.006585	2.722995	2.263405	8.05274	1.5366445	7.28808
ENSMUSG00000019792	0.8884655	3.14881	1.927915	1.338895	2.39135	0.590845	1.959912	1.0092875	3.21743	5.74777	1.008461	1.025236	1.389525	1.856805	1.30815	0.581545	1.63691
ENSMUSG00000019790	2.358655	3.042465	5.56831	7.96751	1.924905	0.9708505	3.531115	1.33728	2.855505	2.132585	0.7916255	1.64668	5.38244	3.729635	1.1245355	1.359285	3.02839
ENSMUSG00000019791	2.312405	4.08039	5.68701	6.09735	5.91522	14.4735	8.152485	14.99885	2.5133	4.6416	11.58261	4.33538	4.59604	5.8146	5.51931	8.116435	4.742025
ENSMUSG00000031428	0.19548395	12.953803	7.1976497	9.9118545	0.15013577	0.0366561	0.34852775	0.2582345	1.6469365	0.1103477	0.0276576	0.1894575	7.0725425	0.1009003	1.177700475	0.733879	1.81337
ENSMUSG00000031429	3.0201449	7.24582	3.1542825	3.26407	5.85782	2.19738	7.189125	8.262375	3.6269025	8.88607235	2.55782	3.2696867	4.38004	7.486405	5.2804575	4.50593	3.959565
ENSMUSG00000006490	0	0	0	0	0	0	0.0295204	0	0	0	0	0	0.1965335	2691.305	0	0.373974	0.093944
ENSMUSG00000032758	61.6815	0	0.0452313	21.58405	0	0.221182	0	42768.55	0	0	0.0679125	0.24851225	0	0.1213145	0.1753135	0	0
ENSMUSG00000032757	2.56958	7.07525	5.22416	3.16163	5.818105	2.40822	11.51492	6.565645	10.084725	8.464325	10.841315	3.33116	3.38074	9.18742	3.058735	5.85299	4.237195
ENSMUSG00000031424	0	0.0116987	0	0.0311444	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031425	0.5267405	3.178345	332.6385	172.0945	1.738685	0.923062	0.405261	0.4783045	2.21036	0.3368525	0.363977	0.4581215	101.72645	0.22015	0.5150775	0.9465525	10.778445
ENSMUSG00000031422	5.48766965	16.429615	6.9375287	13.024422	10.2365285	2.7632295	7.324512	3.95962575	14.7060685	14.891802	3.6888241	4.0570313	6.6307918	21.307166	2.8731173	4.1589601	6.66089675
ENSMUSG00000032754	7.24876	0.240925	0.9252565	0.4576295	0.4534225	1.48911	0.9996195	2.062385	0.538298	1.0616315	10.71322	3.01821	1.167905	7.209405	6.6197	0.1465315	1.6388
ENSMUSG00000032741	10.08389	3.718955	6.561175	3.14741	4.693845	4.906495	9.923805	14.0513	4.442955	9.410885	6.635805	5.19361	7.181915	21.19765	5.090425	1.781795	10.87895
ENSMUSG00000031410	0	0	0	0.2140725	0.14610985	0	1.3599805	0	0.0609907	0.0218932	0	0.10484145	0.436347	20.53975	0	0.187489	0.09945195
ENSMUSG00000032740	1.26549	23.66285	4.54484	7.22376	6.96904	0.5900855	0.531117	0.469319	13.01535	2.33572	0.198897	1.158785	11.89695	1.96744	1.367245	19.5242	2.58795
ENSMUSG00000007783	1.165015	6.63734	9.7108	12.14235	1.938005	0.652888	0.3390535	0.3430275	5.472615	0.7088855	0.1312694	1.36451	7.29921	1.09013	0.5101915	9.59699	0.886827
ENSMUSG00000044726	0.0504695	0.01852037	0.10099735	0.197929	0	0	0.14150335	0.04364775	0	0.079009	0.0805748	0.251476	0.143537	0.0139371	0.02973735	0.1470705	0.07801205
ENSMUSG00000006457	0.3611545	0.191157	0.1673655	0.1336965	0.6051925	0.284892	0.117816	0.0816677	0.669931	0.0771515	0	0.068569	0.064295	0.1085861	0.0242813	1.33692	0.7923655
ENSMUSG00000044724	0	0.0093059	0.01304355	0.0126381	0.0139285	0.0085677	0.0428962	0.0065836	0.0291587	0	0.0092409	0.03053195	0	0.01360385	0.10765895	0	0
ENSMUSG00000005124	0.2291835	0.7536355	0.234863	0.5092575	7.11736	0.1961835	0.2104725	0.3659045	5.737435	0.4321095	0.10609385	0.3683565	2.70481	0.4735725	0.1754025	0.1365855	0.240877
ENSMUSG00000005125	5.179635	2.92308	13.8907	7.64506	3.913275	5.781425	15.05825	233.9125	1.621345	7.62173	1.77566	4.039475	5.42603	53.6562	8.112105	1.1779765	4.258245
ENSMUSG00000006456	11.2185	13.26485	6.942555	4.83144	11.09521	2.47196	7.42349	3.749275	13.889	12.0497	3.278235	6.531705	9.33538	7.42003	8.437395	11.029115	11.01835
ENSMUSG00000019763	0	0	0	0.518597	1.648725	0.3798575	0	0.82263	0.4095585	0.87819	0	0	0	0	0.4791815	4.75361	2.15672
ENSMUSG00000018433	2.845015	5.6157974	2.1182225	1.66961745	3.62706	1.238295	1.7845475	1.954795	5.9473275	3.724005	1.05984	1.268135	4.06297	3.75201	1.82224	2.238615	3.321075
ENSMUSG00000019761	0.2062925	4.207975	1.523815	1.08493	1.0888645	0.3413055	1.262022	1.44626	5.908265	0.5885855	0.402777	0.6852005	1.891785	0.4077425	0.355246	1.30486	1.495535
ENSMUSG00000020766	6.331915	5.049305	1.274075	1.23824	14.7106	2.22243	4.63102	13.75505	9.311555	18.1305	7.288005	7.30386	3.726255	18.837	7.400225	1.813465	7.47045
ENSMUSG00000019762	0.04005285	0.1417544	0.0535725	0.04762765	0.2818315	0.0440785	4.519935	15.17	0.072753	1.91773	19.1176	1.112945	0	0.04789565	0.0225075	0	0.1836455
ENSMUSG00000032745	6.86831985	15.50345	9.3336075	12.72895	13.13975	3.8990425	14.336595	3.41265255	16.597915	12.975955	2.3021658	5.3145275	10.6124575	23.89875	8.77502725	16.7704695	13.820922
ENSMUSG00000019768	0.452995	0.02878675	0.04236125	0.6173455	0.1252198	0.11824715	0.1101335	0.575227	0.1578495	0.002331165	1.0959925	0.207016	0.2003615	1.740435	0.1558005	0.67561	0.257035
ENSMUSG00000032744	0.2493325	1.3189615	0.220056	0.375912	2.17149	3.83907	0.246035	0.5080005	0.74129	0.2322115	0.3877965	2.953495	2.15247	0.964207	0.3816615	0.151353	0.4819455
ENSMUSG00000032743	1.218264	2.12885	0.982071	1.392925	2.808095	0.741706	2.47908	1.24583	2.436255	0.714219	1.0541975	3.01067	1.53755	2.047855	0.901643	6.762585	2.272815
ENSMUSG00000031411	0	0.0080348	0	0	0.0118966	0	0	0	0.0168238	0	0	0	0	0	0	2.291465	0
